iter	MultiClass
609	0.07738165406
610	0.07730150832
611	0.07720451282
612	0.07708889717
613	0.07700936479
614	0.07697563662
615	0.07669533951
616	0.07666508856
617	0.07651386352
618	0.07639579116
619	0.07629815454
620	0.07617053637
621	0.07612454788
622	0.07604947827
623	0.07592119975
624	0.07584221707
625	0.0756960635
626	0.07564349023
627	0.07553083209
628	0.07546294361
629	0.07539866189
630	0.07532289125
631	0.07518067021
632	0.07509268676
633	0.07496098116
634	0.07485668314
635	0.07476292548
636	0.07460050148
637	0.07443146518
638	0.07438850122
639	0.07425730221
640	0.07420494612
641	0.07413204093
642	0.07405953217
643	0.07394448524
644	0.07390063046
645	0.07375717836
646	0.0736699487
647	0.07358995271
648	0.07347597728
649	0.0733498159
650	0.07326417369
651	0.07323439303
652	0.07311593749
653	0.07304298058
654	0.07288051441
655	0.07281745149
656	0.07273156784
657	0.07255539799
658	0.07250476922
659	0.07244511064
660	0.07236460313
661	0.07229816432
662	0.07225769998
663	0.07223510347
664	0.07217310526
665	0.07208304822
666	0.07200332123
667	0.07192885869
668	0.0718343251
669	0.07177964319
670	0.07163638084
671	0.0715603282
672	0.0715024196
673	0.0714305977
674	0.07135078666
675	0.07124735057
676	0.07114516512
677	0.07094408371
678	0.07080086928
679	0.07065633227
680	0.07048842556
681	0.0703618742
682	0.07032132854
683	0.07024309629
684	0.07017824795
685	0.07008755423
686	0.07007263495
687	0.07001043753
688	0.06993701543
689	0.06990417467
690	0.06982035882
691	0.06966248837
692	0.06962138086
693	0.0695815834
694	0.06954111585
695	0.06941385387
696	0.0693803195
697	0.06928936008
698	0.06921736479
699	0.0691586218
700	0.06909963168
701	0.06904607111
702	0.06892628045
703	0.0688821584
704	0.06879627733
705	0.06873495017
706	0.06867086526
707	0.06856701557
708	0.06848766614
709	0.06845063541
710	0.06837564423
711	0.06831559562
712	0.06811796478
713	0.06799258485
714	0.06791615607
715	0.06780758681
716	0.06776677752
717	0.06772205257
718	0.06764428021
719	0.06758453056
720	0.06756466004
721	0.06750856593
722	0.06745938479
723	0.06742883399
724	0.06736611013
725	0.06729664677
726	0.06724190196
727	0.06711721621
728	0.06708206672
729	0.06703678086
730	0.0670146475
731	0.06697897541
732	0.06695096723
733	0.06682443558
734	0.06672711761
735	0.06668482477
736	0.06659943331
737	0.06656024051
738	0.0664880306
739	0.06641030976
740	0.06635816086
741	0.06624071038
742	0.06619560033
743	0.06616789568
744	0.06610282187
745	0.06606549762
746	0.06602858428
747	0.06599201387
748	0.06596351719
749	0.06584271111
750	0.06579570939
751	0.06568738129
752	0.06549325878
753	0.06545033364
754	0.06540882811
755	0.06532458602
756	0.0652294878
757	0.06514903041
758	0.06511591472
759	0.0650902263
760	0.06505072925
761	0.06500505657
762	0.0649652364
763	0.0649301635
764	0.06490633691
765	0.06486355264
766	0.06482848366
767	0.06475773309
768	0.06471398764
769	0.06467899898
770	0.0646139928
771	0.06455956588
772	0.06452669391
773	0.06449021967
774	0.0644594521
775	0.06443123368
776	0.06440582725
777	0.06437535497
778	0.06430509569
779	0.06422055571
780	0.06420507803
781	0.0640751636
782	0.06402131483
783	0.06399703101
784	0.06394695801
785	0.06389262738
786	0.06383269036
787	0.06381058584
788	0.06375134412
789	0.06365170353
790	0.06363178475
791	0.06359065233
792	0.06356990469
793	0.06352112015
794	0.06337337688
795	0.06334309222
796	0.06327577413
797	0.06323665993
798	0.06320244784
799	0.06315461141
800	0.06305533435
801	0.06301633235
802	0.06291932049
803	0.06287450328
804	0.06281613959
805	0.06279599161
806	0.06278632232
807	0.06268429192
808	0.0626298567
809	0.06260953215
810	0.06258392693
811	0.06254469307
812	0.06250247306
813	0.06242019893
814	0.06240627713
815	0.0623407004
816	0.06227578746
817	0.06223261698
818	0.06217443422
819	0.06211492159
820	0.06210066787
821	0.0620515359
822	0.06198288451
823	0.06196831633
824	0.06190827319
825	0.06188972524
826	0.06184033906
827	0.06180121416
828	0.06172025251
829	0.06168826252
830	0.06165067122
831	0.06162494469
832	0.06161233671
833	0.06158131654
834	0.06150219745
835	0.06141150477
836	0.06137905649
837	0.06129824115
838	0.06125393649
839	0.06122602755
840	0.06120101801
841	0.0611517032
842	0.06112380337
843	0.06108938764
844	0.06098414203
845	0.06096377654
846	0.0608954837
847	0.06082877901
848	0.0607713106
849	0.06074590957
850	0.06071896768
851	0.06068313426
852	0.06058085986
853	0.06056913375
854	0.0605494365
855	0.06050365012
856	0.06048087038
857	0.06037765773
858	0.06034484045
859	0.06030456491
860	0.06030115782
861	0.06027501939
862	0.06025266015
863	0.06018139115
864	0.06009536162
865	0.06001516669
866	0.05996038704
867	0.05991867274
868	0.05988052641
869	0.05983262626
870	0.05980510595
871	0.05978330227
872	0.05974467291
873	0.05967503882
874	0.05958420735
875	0.05947776358
876	0.05942697819
877	0.05939686614
878	0.05936158074
879	0.05930512977
880	0.05928468253
881	0.05923420637
882	0.0592083023
883	0.05916043505
884	0.05909912728
885	0.05907850062
886	0.05903128287
887	0.05899111523
888	0.05894168303
889	0.05892711057
890	0.05889969801
891	0.05886506831
892	0.05881118457
893	0.05876390034
894	0.0587552379
895	0.05868361459
896	0.05859193929
897	0.05855659817
898	0.05853921263
899	0.05852431117
900	0.05848002706
901	0.05843832019
902	0.05842291547
903	0.05840068611
904	0.0583653123
905	0.05833725846
906	0.05830975109
907	0.0582821913
908	0.05824812177
909	0.05821953894
910	0.05820438016
911	0.05819684213
912	0.05816920906
913	0.05813853735
914	0.05809408124
915	0.05806426344
916	0.05803732924
917	0.057963975
918	0.05793724411
919	0.05792686437
920	0.05789848147
921	0.05787669798
922	0.05782936138
923	0.05777288959
924	0.05771517192
925	0.05761598074
926	0.05757294935
927	0.05752626011
928	0.05749034143
929	0.05746982035
930	0.05740304662
931	0.057364872
932	0.05734968959
933	0.05733372205
934	0.05727296169
935	0.05719592936
936	0.05717649354
937	0.05713788859
938	0.05711901273
939	0.05709914091
940	0.05706803593
941	0.05704250172
942	0.05699271826
943	0.05697029342
944	0.05695265659
945	0.05691831651
946	0.05690492842
947	0.05688077041
948	0.05683585995
949	0.05673000105
950	0.05670813543
951	0.05667708573
952	0.05665622356
953	0.05662281986
954	0.05660209236
955	0.05656285487
956	0.05646194344
957	0.05642429538
958	0.056408322
959	0.05636296932
960	0.05633347658
961	0.05630733252
962	0.0562479591
963	0.05623186245
964	0.05619525722
965	0.05610241888
966	0.05603856732
967	0.05600733306
968	0.05590387018
969	0.05587350484
970	0.05585521281
971	0.05583102086
972	0.05577461392
973	0.05573722226
974	0.05565733351
975	0.05561455247
976	0.05557983936
977	0.05554953602
978	0.05549643371
979	0.0554810546
980	0.05545150295
981	0.05542127329
982	0.05540085865
983	0.05537547044
984	0.05536249934
985	0.05534014672
986	0.0553377322
987	0.05531138231
988	0.05525645365
989	0.05523755492
990	0.05521572695
991	0.05517050667
992	0.05515850782
993	0.05513935537
994	0.05510554716
995	0.05508775095
996	0.05501580004
997	0.05499499655
998	0.05495744531
999	0.05493927952
